,salary_1-3_years,salary_0_years
2856,60000.0,100000.0
2857,65000.0,40000.0
2858,15000.0,50000.0
2859,97500.0,47500.0
2860,30000.0,50000.0
2861,52500.0,50000.0
2862,55000.0,45000.0
2863,80000.0,21600.0
2864,70000.0,45000.0
2865,50000.0,96000.0
2866,42500.0,17000.0
2867,45000.0,25000.0
2868,55000.0,75000.0
2869,88000.0,8324.0
2870,4400.0,14250.0
2871,40000.0,30000.0
2872,55000.0,85000.0
2873,47500.0,19850.0
2874,50000.0,70000.0
2875,52500.0,45000.0
2876,13700.0,55000.0
2877,90000.0,40000.0
2878,60000.0,105000.0
2879,70000.0,41000.0
2880,35000.0,70000.0
2881,135000.0,64000.0
2882,100000.0,37500.0
2883,100000.0,55000.0
2884,100000.0,40000.0
2885,42500.0,120000.0
2886,65000.0,50000.0
2887,75000.0,21600.0
2888,49000.0,50000.0
2889,150000.0,4800.0
2890,47495.0,21600.0
2891,57500.0,80000.0
2892,56525.0,90000.0
2893,45000.0,25000.0
2894,60000.0,70000.0
2895,60000.0,35000.0
2896,60000.0,78000.0
2897,1000.0,50000.0
2898,46150.0,67500.0
2899,50000.0,56000.0
2900,55000.0,9750.0
2901,70000.0,35000.0
2902,40000.0,6000.0
2903,30000.0,6160.0
2904,90000.0,130000.0
2905,65000.0,27196.0
2906,40000.0,21115.0
2907,55000.0,22000.0
2908,50000.0,39800.0
2909,40000.0,60000.0
2910,42500.0,16242.0
2911,45000.0,35000.0
2912,20000.0,20125.0
2913,100000.0,26400.0
2914,55000.0,40000.0
2915,40000.0,45500.0
2916,70000.0,40305.0
2917,750.0,30000.0
2918,45000.0,18625.0
2919,40000.0,23000.0
2920,60000.0,14700.0
2921,48500.0,40000.0
2922,50000.0,30000.0
2923,33330.0,100000.0
2924,135000.0,39000.0
2925,45000.0,108500.0
2926,60000.0,45000.0
2927,70000.0,27500.0
2928,65000.0,40000.0
2929,70000.0,75000.0
2930,60000.0,35000.0
2931,50000.0,105000.0
2932,60000.0,47500.0
2933,53968.0,26000.0
2934,100000.0,50000.0
2935,37000.0,60000.0
2936,60000.0,100000.0
2937,60000.0,43500.0
2938,43000.0,35000.0
2939,47500.0,57500.0
2940,70000.0,30000.0
2941,19300.0,32500.0
2942,55000.0,15750.0
2943,45000.0,36000.0
2944,30000.0,40000.0
2945,45000.0,40000.0
2946,40000.0,30000.0
2947,27000.0,60500.0
2948,25000.0,7500.0
2949,130000.0,70000.0
2950,45000.0,90000.0
2951,70000.0,40000.0
2952,22750.0,95000.0
2953,47500.0,82500.0
2954,75000.0,102500.0
2955,37500.0,121000.0
2956,50000.0,2988.0
2957,60000.0,40000.0
2958,45000.0,35000.0
2959,66133.0,105000.0
2960,50000.0,15900.0
2961,2548.0,45000.0
2962,38000.0,25000.0
2963,70000.0,70000.0
2964,70000.0,6540.0
2965,35000.0,12000.0
2966,60000.0,100000.0
2967,35000.0,2250.0
2968,60000.0,30000.0
2969,50000.0,30000.0
2970,20000.0,50000.0
2971,1300.0,36000.0
2972,110000.0,75000.0
2973,50000.0,50000.0
2974,45000.0,1270.0
2975,57500.0,120000.0
2976,35000.0,77500.0
2977,133000.0,6000.0
2978,50000.0,40000.0
2979,86000.0,57600.0
2980,51000.0,40000.0
2981,48000.0,67500.0
2982,30000.0,87500.0
2983,110000.0,10000.0
2984,29400.0,37000.0
2985,60000.0,8350.0
2986,25000.0,55300.0
2987,72500.0,81000.0
2988,100000.0,75000.0
2989,32500.0,24800.0
2990,27700.0,11500.0
2991,20000.0,90000.0
2992,52500.0,1360.0
2993,110000.0,40000.0
2994,85313.0,20000.0
2995,45000.0,10000.0
2996,105000.0,22000.0
2997,130000.0,96000.0
2998,55000.0,75500.0
2999,24800.0,91200.0
3000,52000.0,11970.0
3001,21000.0,27500.0
3002,700.0,29000.0
3003,15000.0,55000.0
3004,29600.0,44000.0
3005,35000.0,70533.0
3006,16800.0,37500.0
3007,35000.0,38500.0
3008,100000.0,3000.0
3009,52500.0,50700.0
3010,50000.0,87500.0
3011,40000.0,30000.0
3012,35000.0,54000.0
3013,62500.0,45000.0
3014,15000.0,7360.0
3015,1850.0,44789.0
3016,70000.0,88000.0
3017,30000.0,45000.0
3018,55000.0,30000.0
3019,45000.0,6675.0
3020,23500.0,150000.0
3021,40000.0,32000.0
3022,38500.0,35000.0
3023,40000.0,97500.0
3024,95000.0,25000.0
3025,75000.0,37500.0
3026,50000.0,91200.0
3027,50000.0,115000.0
3028,30000.0,32400.0
3029,50000.0,47500.0
3030,130000.0,31750.0
3031,550.0,29750.0
3032,45000.0,59400.0
3033,30000.0,150000.0
3034,65000.0,7600.0
3035,52760.0,1650.0
3036,60000.0,50000.0
3037,52170.0,40000.0
3038,28000.0,125000.0
3039,30000.0,82500.0
3040,26500.0,75000.0
3041,25600.0,30000.0
3042,58240.0,9700.0
3043,50000.0,72500.0
3044,47500.0,19000.0
3045,46877.0,35000.0
3046,80000.0,67500.0
3047,63863.0,40000.0
3048,35000.0,42050.0
3049,40000.0,50000.0
3050,70000.0,31000.0
3051,35000.0,30000.0
3052,40000.0,87500.0
3053,23500.0,50000.0
3054,80000.0,35000.0
3055,30000.0,45000.0
3056,40000.0,14790.0
3057,31200.0,70000.0
3058,40000.0,4000.0
3059,80000.0,2800.0
3060,2000.0,135000.0
3061,100000.0,121000.0
3062,90000.0,4700.0
3063,70000.0,13000.0
3064,49480.0,96000.0
3065,35000.0,36000.0
3066,47500.0,45000.0
3067,70000.0,4900.0
3068,90000.0,12000.0
3069,40000.0,50000.0
3070,85000.0,92500.0
3071,37500.0,106000.0
3072,42500.0,55000.0
3073,100000.0,99500.0
3074,96000.0,35000.0
3075,52500.0,21600.0
3076,85000.0,50000.0
3077,70000.0,60000.0
3078,67500.0,13000.0
3079,80000.0,30000.0
3080,70000.0,1100.0
3081,5000.0,47250.0
3082,60000.0,39700.0
3083,69600.0,45000.0
3084,45000.0,65000.0
3085,50000.0,175.0
3086,70000.0,47100.0
3087,1500.0,30000.0
3088,80000.0,45000.0
3089,45000.0,7600.0
3090,68970.0,30500.0
3091,75000.0,52500.0
3092,20770.0,37000.0
3093,80000.0,37500.0
3094,30330.0,59000.0
3095,45000.0,65000.0
3096,110000.0,17500.0
3097,99000.0,33000.0
3098,130000.0,16422.0
3099,60000.0,30000.0
3100,45000.0,24000.0
3101,67500.0,30000.0
3102,60000.0,16242.0
3103,150000.0,36000.0
3104,97500.0,18680.0
3105,14800.0,55000.0
3106,50000.0,30000.0
3107,75000.0,18000.0
3108,85000.0,24363.0
3109,100000.0,28272.0
3110,50000.0,32500.0
3111,85000.0,37500.0
3112,37500.0,30000.0
3113,85000.0,23000.0
3114,30000.0,22000.0
3115,60000.0,43800.0
3116,5300.0,23000.0
3117,90000.0,20507.0
3118,80000.0,29000.0
3119,57500.0,55000.0
3120,50000.0,35000.0
3121,45000.0,35000.0
3122,66000.0,25000.0
3123,75000.0,26000.0
3124,40000.0,50000.0
3125,39650.0,75000.0
3126,75000.0,47880.0
3127,57500.0,65000.0
3128,47500.0,35000.0
3129,70000.0,31000.0
3130,50000.0,8500.0
3131,50000.0,95000.0
3132,70000.0,25000.0
3133,45000.0,30000.0
3134,80000.0,105000.0
3135,60000.0,82500.0
3136,35000.0,12493.0
3137,105000.0,50000.0
3138,50000.0,41400.0
3139,40000.0,42500.0
3140,58000.0,25000.0
3141,16000.0,40000.0
3142,15000.0,92500.0
3143,120000.0,7515.0
3144,55000.0,10000.0
3145,40000.0,71250.0
3146,100000.0,45302.0
3147,69000.0,26000.0
3148,65000.0,17588.5
3149,60500.0,16242.0
3150,65000.0,52500.0
3151,28000.0,18678.0
3152,60000.0,23361.0
3153,65000.0,40000.0
3154,95000.0,36000.0
3155,30000.0,11444.0
3156,65000.0,25000.0
3157,50000.0,40000.0
3158,25000.0,34000.0
3159,50000.0,26700.0
3160,32500.0,16500.0
3161,95000.0,26250.0
3162,65000.0,25780.0
3163,110000.0,36400.0
3164,60000.0,18700.0
3165,85000.0,16770.0
3166,50000.0,20260.0
3167,85000.0,19400.0
3168,56600.0,20886.0
3169,40000.0,68948.0
3170,100000.0,50000.0
3171,50000.0,17999.5
3172,24000.0,14860.0
3173,125000.0,18679.0
3174,45000.0,35000.0
3175,75000.0,112200.0
3176,50000.0,23000.0
3177,60000.0,25000.0
3178,54100.0,39500.0
3179,75000.0,40500.0
3180,30000.0,16242.0
3181,62500.0,25500.0
3182,30000.0,55000.0
3183,55000.0,55000.0
3184,50000.0,43000.0
3185,70000.0,9000.0
3186,100000.0,15000.0
3187,50000.0,39700.0
3188,95000.0,9300.0
3189,60000.0,30000.0
3190,112500.0,60000.0
3191,65000.0,45000.0
3192,72500.0,55000.0
3193,39000.0,25000.0
3194,100000.0,75000.0
3195,90000.0,37000.0
3196,60000.0,46000.0
3197,90000.0,900.0
3198,67500.0,30000.0
3199,30000.0,22500.0
3200,120000.0,35000.0
3201,25000.0,25550.0
3202,135000.0,21600.0
3203,60000.0,55000.0
3204,85000.0,16347.0
3205,105000.0,80000.0
3206,40000.0,45000.0
3207,74253.0,50000.0
3208,35000.0,48000.0
3209,100000.0,23400.0
3210,20000.0,46000.0
3211,85000.0,41000.0
3212,135700.0,60000.0
3213,40000.0,65000.0
3214,45000.0,30000.0
3215,70000.0,35000.0
3216,90000.0,117300.0
3217,106500.0,106000.0
3218,40000.0,1200.0
3219,45300.0,29750.0
3220,80000.0,27405.0
3221,54000.0,20100.0
3222,70000.0,33000.0
3223,80000.0,70000.0
3224,100000.0,6000.0
3225,70000.0,1250.0
3226,35000.0,22500.0
3227,80000.0,21900.0
3228,100000.0,17662.5
3229,54000.0,112000.0
3230,60000.0,47500.0
3231,60000.0,33000.0
3232,45000.0,40800.0
3233,50000.0,83500.0
3234,42850.0,27000.0
3235,45000.0,45000.0
3236,40000.0,52500.0
3237,130000.0,102500.0
3238,29166.5,60000.0
3239,100000.0,3700.0
3240,50000.0,54000.0
3241,25000.0,18750.0
3242,29000.0,42250.0
3243,100000.0,39000.0
3244,80000.0,120000.0
3245,41365.0,53750.0
3246,40000.0,50000.0
3247,56900.0,60000.0
3248,70000.0,24250.0
3249,55000.0,43000.0
3250,70000.0,60000.0
3251,47500.0,40000.0
3252,77126.0,30214.0
3253,57000.0,80000.0
3254,90000.0,25345.0
3255,65000.0,90000.0
3256,53500.0,45000.0
3257,24801.0,28700.0
3258,16500.0,80000.0
3259,25000.0,100000.0
3260,30155.0,42456.0
3261,50000.0,30000.0
3262,120500.0,5500.0
3263,52000.0,32500.0
3264,75000.0,50000.0
3265,50000.0,50000.0
3266,38500.0,18150.0
3267,60000.0,106000.0
3268,45000.0,60000.0
3269,57500.0,100000.0
3270,25850.0,11800.0
3271,23000.0,40000.0
3272,21800.0,4600.0
3273,45000.0,25500.0
3274,38500.0,750.0
3275,115000.0,105000.0
3276,30000.0,30000.0
3277,25987.0,47500.0
3278,36250.0,20000.0
3279,30000.5,13250.0
3280,30000.0,50000.0
3281,35000.0,10300.0
3282,32500.0,100000.0
3283,135000.0,70000.0
3284,60000.0,25000.0
3285,69000.0,130000.0
3286,32000.0,47500.0
3287,70000.0,35000.0
3288,67500.0,42000.0
3289,55000.0,38500.0
3290,50000.0,30000.0
3291,100000.0,35000.0
3292,2100.0,45000.0
3293,375.0,25750.0
3294,24960.0,1200.0
3295,48500.0,47500.0
3296,135000.0,4800.0
3297,60000.0,12500.0
3298,45000.0,39000.0
3299,52500.0,38700.0
3300,100000.0,30000.0
3301,52500.0,26500.0
3302,115000.0,55000.0
3303,62500.0,30000.0
3304,80000.0,75000.0
3305,85000.0,25000.0
3306,25000.0,14000.0
3307,74000.0,105000.0
3308,52500.0,50000.0
3309,68250.0,7700.0
3310,47100.0,100000.0
3311,38500.0,125000.0
3312,25000.0,1500.0
3313,50000.0,43000.0
3314,18700.0,30000.0
3315,70000.0,7900.0
3316,35000.0,60000.0
3317,47500.0,21600.0
3318,116518.0,45700.0
3319,60000.0,32000.0
3320,100000.0,32250.0
3321,70000.0,2000.0
3322,100000.0,740.0
3323,57000.0,20000.0
3324,27508.0,106000.0
3325,43444.0,38000.0
3326,40000.0,26000.0
3327,80000.0,50000.0
3328,39400.0,60000.0
3329,90000.0,50000.0
3330,49180.0,22500.0
3331,42000.0,11800.0
3332,95000.0,102000.0
3333,70000.0,117300.0
3334,60000.0,24500.0
3335,35000.0,70000.0
3336,48500.0,106000.0
3337,95000.0,28000.0
3338,50000.0,40000.0
3339,30500.0,25625.0
3340,90000.0,121000.0
3341,70000.0,58000.0
3342,85000.0,45000.0
3343,35000.0,50000.0
3344,105000.0,96000.0
3345,50000.0,27000.0
3346,60000.0,13000.0
3347,150000.0,50000.0
3348,60000.0,28200.0
3349,10000.0,3300.0
3350,80000.0,67600.0
3351,1000.0,40000.0
3352,40000.0,65000.0
3353,37500.0,32136.0
3354,40000.0,1000.0
3355,30000.0,17000.0
3356,52500.0,48000.0
3357,52500.0,6700.0
3358,92000.0,17816.0
3359,60000.0,65000.0
3360,50000.0,64000.0
3361,45000.0,60000.0
3362,50000.0,8250.0
3363,47500.0,52000.0
3364,48000.0,9377.0
3365,20000.0,77000.0
3366,95000.0,25500.0
3367,40000.0,60000.0
3368,30000.0,35000.0
3369,85000.0,50000.0
3370,90000.0,8800.0
3371,30000.0,55000.0
3372,49480.0,100000.0
3373,30000.0,4500.0
3374,1200.0,45000.0
3375,40000.0,39700.0
3376,37500.0,45000.0
3377,100000.0,23900.0
3378,40000.0,90000.0
3379,46500.0,106000.0
3380,50000.0,12500.0
3381,60000.0,52500.0
3382,60000.0,45000.0
3383,50000.0,98000.0
3384,32500.0,25000.0
3385,63000.0,56920.0
3386,80000.0,34000.0
3387,63000.0,8000.0
3388,52170.0,14100.0
3389,60000.0,54000.0
3390,56700.0,29425.0
3391,77500.0,45000.0
3392,55520.0,34000.0
3393,60000.0,1500.0
3394,15000.0,21000.0
3395,75000.0,92500.0
3396,50000.0,70000.0
3397,35000.0,46300.0
3398,70000.0,40000.0
3399,90920.0,32250.0
3400,60000.0,50000.0
3401,35000.0,20000.0
3402,81500.0,37500.0
3403,27500.0,35000.0
3404,34080.0,106000.0
3405,53000.0,45000.0
3406,60000.0,40000.0
3407,100000.0,35000.0
3408,120000.0,6500.0
3409,110000.0,43070.0
3410,55000.0,32000.0
3411,75000.0,14414.0
3412,40000.0,30000.0
3413,30000.0,121000.0
3414,44000.0,30500.0
3415,70000.0,40000.0
3416,50000.0,65000.0
3417,70000.0,92500.0
3418,150000.0,62500.0
3419,26000.0,45000.0
3420,118000.0,85000.0
3421,100000.0,34200.0
3422,127500.0,25625.0
3423,70000.0,30000.0
3424,45000.0,27000.0
3425,55000.0,145000.0
3426,50000.0,70000.0
3427,57500.0,4500.0
3428,150000.0,4100.0
3429,80000.0,14584.0
3430,45000.0,28500.0
3431,75000.0,29500.0
3432,55000.0,45000.0
3433,25000.0,23621.0
3434,90000.0,92500.0
3435,45000.0,18000.0
3436,53900.0,34000.0
3437,40000.0,16282.0
3438,55000.0,55000.0
3439,20000.0,52000.0
3440,66000.0,16242.0
3441,38000.0,50000.0
3442,150000.0,30000.0
3443,60000.0,25000.0
3444,60000.0,50000.0
3445,70000.0,38500.0
3446,40000.0,28000.0
3447,70000.0,20893.0
3448,90000.0,60000.0
3449,50000.0,42500.0
3450,80000.0,25172.0
3451,85000.0,30000.0
3452,110000.0,70000.0
3453,120000.0,42400.0
3454,44500.0,88500.0
3455,63850.0,75000.0
3456,60000.0,65000.0
3457,50000.0,65000.0
3458,38000.0,44000.0
3459,60000.0,55000.0
3460,60000.0,32000.0
3461,70000.0,65000.0
3462,35000.0,700.0
3463,45000.0,19700.0
3464,125000.0,30000.0
3465,49300.0,46000.0
3466,60000.0,29750.0
3467,140000.0,83000.0
3468,70000.0,70000.0
3469,145000.0,30800.0
3470,68000.0,81500.0
3471,87500.0,1000.0
3472,125000.0,35000.0
3473,45000.0,80000.0
3474,70000.0,50000.0
3475,60000.0,43500.0
3476,30000.0,65000.0
3477,58000.0,70000.0
3478,91000.0,50000.0
3479,150000.0,5370.0
3480,85000.0,105000.0
3481,50000.0,40000.0
3482,80000.0,30000.0
3483,30000.0,55000.0
3484,90000.0,90000.0
3485,60000.0,5776.0
3486,30000.0,41000.0
3487,52500.0,17000.0
3488,62500.0,20000.0
3489,82500.0,47500.0
3490,50000.0,28422.0
3491,70000.0,27000.0
3492,35000.0,75000.0
3493,40000.0,29022.5
3494,42000.0,39600.0
3495,45000.0,30000.0
3496,110000.0,100000.0
3497,75000.0,26905.0
3498,100000.0,20000.0
3499,57500.0,18121.0
3500,50000.0,16300.0
3501,32500.0,100000.0
3502,40000.0,21500.0
3503,80000.0,18678.0
3504,57500.0,29000.0
3505,70000.0,18000.0
3506,25000.0,23000.0
3507,3200.0,30000.0
3508,88500.0,39600.0
3509,80000.0,38000.0
3510,48000.0,45000.0
3511,75000.0,30000.0
3512,40394.0,16242.0
3513,45000.0,20089.5
3514,50000.0,18540.0
3515,40000.0,135000.0
3516,100000.0,24500.0
3517,32000.0,28573.0
3518,100000.0,45000.0
3519,90000.0,5300.0
3520,70000.0,300.0
3521,150000.0,50000.0
3522,100000.0,55000.0
3523,55000.0,45000.0
3524,47500.0,30000.0
3525,100000.0,31000.0
3526,90000.0,99000.0
3527,35000.0,20000.0
3528,700.0,120000.0
3529,105000.0,120000.0
3530,35000.0,28000.0
3531,106500.0,45000.0
3532,75000.0,19000.0
3533,80000.0,47500.0
3534,40000.0,60000.0
3535,30000.0,5800.0
3536,48500.0,50000.0
3537,100000.0,33450.0
3538,100000.0,42500.0
3539,70000.0,72500.0
3540,130000.0,32500.0
3541,55000.0,54100.0
3542,60000.0,40000.0
3543,24000.0,46000.0
3544,110000.0,40000.0
3545,75000.0,1450.0
3546,5400.0,40000.0
3547,45000.0,150000.0
3548,60000.0,16500.0
3549,75040.0,55300.0
3550,65000.0,45500.0
3551,90000.0,75000.0
3552,50000.0,45000.0
3553,50000.0,30600.0
3554,50000.0,135000.0
3555,45000.0,150000.0
3556,60000.0,10700.0
3557,32500.0,19755.0
3558,60000.0,150000.0
3559,100000.0,21400.0
3560,23000.0,50000.0
3561,55000.0,54000.0
3562,53400.0,42500.0
3563,90000.0,31600.0
3564,150000.0,55000.0
3565,40000.0,45000.0
3566,37500.0,20500.0
3567,45000.0,45000.0
3568,95000.0,95000.0
3569,65000.0,2000.0
3570,30000.0,55000.0
3571,140000.0,24000.0
3572,40000.0,40000.0
3573,40000.0,45000.0
3574,52500.0,28400.0
3575,75000.0,26150.0
3576,8000.0,50000.0
3577,71300.0,41100.0
3578,75000.0,50000.0
3579,45000.0,92500.0
3580,105000.0,38000.0
3581,75000.0,21200.0
3582,90000.0,57500.0
3583,140000.0,18000.0
3584,55000.0,45000.0
3585,55000.0,11500.0
3586,70000.0,22500.0
3587,50000.0,52500.0
3588,100000.0,60000.0
3589,21000.0,60000.0
3590,40000.0,45000.0
3591,40000.0,30000.0
3592,75000.0,60000.0
3593,70000.0,77500.0
3594,70000.0,75000.0
3595,11100.0,67500.0
3596,25000.0,11400.0
3597,49500.0,32000.0
3598,74000.0,82500.0
3599,100000.0,11300.0
3600,70000.0,45482.0
3601,67500.0,27000.0
3602,35000.0,31250.0
3603,130000.0,19000.0
3604,900.0,78000.0
3605,30000.0,106000.0
3606,46000.0,70000.0
3607,90000.0,58176.0
3608,47150.0,1000.0
3609,45000.0,37500.0
3610,47500.0,24750.0
3611,50000.0,17500.0
3612,45000.0,32000.0
3613,94600.0,1400.0
3614,40000.0,19500.0
3615,33000.0,11000.0
3616,55000.0,30320.0
3617,12000.0,94000.0
3618,50000.0,150000.0
3619,95000.0,500.0
3620,55000.0,45000.0
3621,45000.0,90000.0
3622,50000.0,40000.0
3623,44000.0,90500.0
3624,150000.0,50000.0
3625,42500.0,72000.0
3626,35000.0,50000.0
3627,24200.0,29000.0
3628,30000.0,30000.0
3629,80000.0,55000.0
3630,16242.0,30000.0
3631,40000.0,121000.0
3632,61233.0,29000.0
3633,32000.0,100000.0
3634,20000.0,37200.0
3635,60000.0,92500.0
3636,40000.0,35000.0
3637,18700.0,60000.0
3638,50000.0,106000.0
3639,41000.0,65000.0
3640,50000.0,50000.0
3641,65000.0,49500.0
3642,70000.0,70000.0
3643,40000.0,85000.0
3644,69000.0,50000.0
3645,55000.0,28200.0
3646,25069.0,30000.0
3647,60000.0,61409.0
3648,45000.0,46000.0
3649,75000.0,90500.0
3650,35000.0,22500.0
3651,90000.0,4953.0
3652,50000.0,50300.0
3653,70000.0,33000.0
3654,57500.0,18000.0
3655,40000.0,32500.0
3656,45000.0,57000.0
3657,40000.0,50000.0
3658,277.5,50000.0
3659,150000.0,28000.0
3660,20000.0,45000.0
3661,100000.0,64000.0
3662,45000.0,39000.0
3663,107501.0,45000.0
3664,80000.0,20000.0
3665,50000.0,60000.0
3666,35000.0,40000.0
3667,60000.0,30000.0
3668,40000.0,40000.0
3669,30000.0,40000.0
3670,65000.0,27000.0
3671,100000.0,55000.0
3672,900.0,110000.0
3673,47500.0,35000.0
3674,40000.0,139500.0
3675,55000.0,22500.0
3676,45000.0,6564.0
3677,52500.0,65000.0
3678,45000.0,40000.0
3679,40000.0,30000.0
3680,60000.0,27500.0
3681,90000.0,61000.0
3682,27000.0,30000.0
3683,35000.0,62500.0
3684,150000.0,8400.0
3685,25000.0,28000.0
3686,41000.0,150000.0
3687,40000.0,45000.0
3688,120000.0,30000.0
3689,26000.0,45000.0
3690,30000.0,67500.0
3691,29398.5,59480.0
3692,100000.0,50700.0
3693,45000.0,27900.0
3694,50000.0,28100.0
3695,16242.0,31400.0
3696,33195.0,109500.0
3697,28350.0,15700.0
3698,23000.0,60000.0
3699,150000.0,29953.0
3700,8600.0,20000.0
3701,150000.0,22000.0
3702,7500.0,11951.0
3703,70000.0,80000.0
3704,70000.0,70000.0
3705,52500.0,1150.0
3706,1050.0,81000.0
3707,47500.0,12000.0
3708,120000.0,20000.0
3709,30000.0,18780.0
3710,80000.0,30000.0
3711,42000.0,22543.0
3712,45000.0,22200.0
3713,50000.0,21000.0
3714,52500.0,32500.0
3715,70000.0,32200.0
3716,70000.0,19129.0
3717,47500.0,52396.0
3718,64000.0,40000.0
3719,77141.0,38000.0
3720,100000.0,28940.0
3721,1950.0,30000.0
3722,26000.0,40000.0
3723,65653.0,40000.0
3724,40000.0,16242.0
3725,65000.0,55000.0
3726,55000.0,37142.0
3727,40000.0,65000.0
3728,30000.0,19000.0
3729,40000.0,35000.0
3730,65000.0,120000.0
3731,100000.0,45000.0
3732,45700.0,28000.0
3733,90000.0,92500.0
3734,30000.0,20000.0
3735,125000.0,91200.0
3736,70000.0,77500.0
3737,60000.0,114400.0
3738,75000.0,37000.0
3739,65000.0,40000.0
3740,47000.0,24300.0
3741,60000.0,57000.0
3742,60000.0,35000.0
3743,73500.0,22000.0
3744,6000.0,65000.0
3745,80000.0,23450.0
3746,65000.0,31900.0
3747,80000.0,60000.0
3748,60000.0,30000.0
3749,52000.0,17000.0
3750,65000.0,50000.0
3751,80000.0,19000.0
3752,40000.0,70000.0
3753,80000.0,19450.0
3754,30000.0,17500.0
3755,90000.0,21840.0
3756,47500.0,40000.0
3757,40000.0,67000.0
3758,2800.0,43000.0
3759,83000.0,20000.0
3760,70000.0,24232.0
3761,100000.0,33742.0
3762,30000.0,40000.0
3763,30214.0,35800.0
3764,15000.0,40000.0
3765,105000.0,28516.0
3766,34402.5,25000.0
3767,120000.0,50000.0
3768,150000.0,40079.0
3769,60000.0,21800.0
3770,40000.0,21115.0
3771,55000.0,60760.0
3772,55000.0,92500.0
3773,115000.0,29320.0
3774,50000.0,32000.0
3775,40000.0,70000.0
3776,45490.0,56500.0
3777,80000.0,30300.0
3778,50000.0,54000.0
3779,75000.0,40000.0
3780,41900.0,35000.0
3781,45000.0,22250.0
3782,90000.0,340.0
3783,30000.0,50000.0
3784,135000.0,20000.0
3785,35000.0,105000.0
3786,1500.0,40000.0
3787,25000.0,90000.0
3788,33700.0,105000.0
3789,33700.0,50000.0
3790,75000.0,106000.0
3791,60000.0,32000.0
3792,25000.0,55000.0
3793,45000.0,38000.0
3794,40000.0,35000.0
3795,45000.0,57500.0
3796,22788.0,105000.0
3797,65000.0,45000.0
3798,60000.0,24000.0
3799,51000.0,45000.0
3800,72500.0,50000.0
3801,82500.0,30000.0
3802,55000.0,10000.0
3803,45000.0,120000.0
3804,40000.0,30000.0
3805,50000.0,10300.0
3806,50000.0,27500.0
3807,50000.0,75000.0
3808,50000.0,45000.0
3809,31100.0,42500.0
3810,50000.0,32500.0
3811,60000.0,30000.0
3812,65000.0,27200.0
3813,37000.0,5340.0
3814,90000.0,50000.0
3815,52500.0,62100.0
3816,110000.0,58750.0
3817,45000.0,20580.0
3818,45000.0,30000.0
3819,90000.0,1543.0
3820,30000.0,30400.0
3821,75000.0,20000.0
3822,40000.0,43000.0
3823,60000.0,54500.0
3824,45000.0,65000.0
3825,150000.0,40000.0
3826,65000.0,65000.0
3827,75000.0,28000.0
3828,75000.0,45000.0
3829,30500.0,26500.0
3830,82500.0,16130.0
3831,30000.0,26500.0
3832,30000.0,52600.0
3833,82000.0,115000.0
3834,40000.0,28500.0
3835,500.0,50000.0
3836,115000.0,50000.0
3837,42500.0,36000.0
3838,50000.0,65000.0
3839,90000.0,27500.0
3840,72500.0,50000.0
3841,27500.0,110000.0
3842,25000.0,139500.0
3843,45000.0,24250.0
3844,62500.0,40000.0
3845,45000.0,52000.0
3846,65000.0,1200.0
3847,66300.0,13500.0
3848,20000.0,60000.0
3849,45000.0,20000.0
3850,70000.0,400.0
3851,80000.0,31000.0
3852,150000.0,55000.0
3853,80000.0,105000.0
3854,83000.0,32600.0
3855,37500.0,72000.0
3856,60000.0,3500.0
3857,55000.0,25000.0
3858,62500.0,121000.0
3859,125000.0,27500.0
3860,25000.0,50000.0
3861,40000.0,87500.0
3862,30000.0,45000.0
3863,40000.0,1200.0
3864,50000.0,17000.0
3865,90000.0,6000.0
3866,60000.0,30000.0
3867,45000.0,1250.0
3868,140000.0,50000.0
3869,45000.0,93500.0
3870,55692.0,55000.0
3871,30000.0,47000.0
3872,57500.0,105000.0
3873,24801.0,73000.0
3874,67200.0,25000.0
3875,56000.0,3777.0
3876,75000.0,45000.0
3877,47615.0,37500.0
3878,50000.0,50950.0
3879,60000.0,6500.0
3880,37500.0,50000.0
3881,18678.0,70000.0
3882,69000.0,40000.0
3883,40500.0,60000.0
3884,37500.0,63200.0
3885,42000.0,31000.0
3886,67500.0,60000.0
3887,40000.0,77500.0
3888,18260.0,8400.0
3889,25000.0,80000.0
3890,150000.0,19250.0
3891,40000.0,45000.0
3892,27500.0,10000.0
3893,36990.0,11270.0
3894,32779.0,30900.0
3895,37000.0,38500.0
3896,25000.0,40000.0
3897,40000.0,21600.0
3898,50000.0,40000.0
3899,140000.0,37000.0
3900,65000.0,52500.0
3901,55000.0,26992.0
3902,60000.0,65000.0
3903,32500.0,50000.0
3904,100000.0,8700.0
3905,55000.0,63750.0
3906,43500.0,12100.0
3907,30000.0,75000.0
3908,30000.0,30000.0
3909,77500.0,46500.0
3910,100000.0,31000.0
3911,100000.0,40000.0
3912,50000.0,30000.0
3913,50000.0,33000.0
3914,94500.0,37000.0
3915,35000.0,30000.0
3916,40000.0,38275.0
3917,65500.0,45000.0
3918,150000.0,22500.0
3919,100000.0,55000.0
3920,40000.0,23000.0
3921,100000.0,38000.0
3922,120000.0,23000.0
3923,45500.0,40000.0
3924,27000.0,121000.0
3925,60000.0,29400.0
3926,47500.0,40000.0
3927,70000.0,35000.0
3928,92310.0,60500.0
3929,17100.0,26922.5
3930,18673.0,20000.0
3931,25000.0,40000.0
3932,102500.0,52500.0
